y,0
y,0.0156303990357274
y,0.0312303195572323
y,0.0467695203140922
y,0.0622182306693428
y,0.0775473762312847
y,0.0927287931798515
y,0.107735428012571
y,0.12254151983118
y,0.137122762753142
y,0.151456446544271
y,0.165521574109759
y,0.179298955031318
y,0.192771274879098
y,0.205923140541104
y,0.218741102285236
y,0.231213653687865
y,0.243331210919138
y,0.255086073163459
y,0.266472366171482
y,0.277485971087905
y,0.288124440780507
y,0.298386905915278
y,0.308273972986884
y,0.317787616430905
y,0.326931066822498
y,0.335708697014122
y,0.344125907890759
y,0.352189015232725
y,0.359905138980542
y,0.367282095999794
y,0.374328297251509
y,0.381052650089727
y,0.387464466235713
y,0.393573375820208
y,0.399389247742618
y,0.404922116470065
y,0.410182115289803
y,0.415179415935582
y,0.419924174431156
y,0.424426482931606
y,0.428696327294025
y,0.432743550072321
y,0.436577818604891
y,0.440208597847434
y,0.443645127594866
y,0.446896403734771
y,0.44997116317908
y,0.452877872129441
y,0.45562471734416
y,0.458219600089726
y,0.460670132477086
y,0.462983635901277
y,0.465167141322269
y,0.467227391144452
y,0.469170842471689
y,0.471003671534042
y,0.472731779100804
y,0.474360796712335
y,0.475896093580034
y,0.477342784019771
y,0.478705735298927
y,0.479989575791069
y,0.481198703345005
y,0.482337293786709
y,0.483409309483281
y,0.48441850790784
y,0.485368450153016
y,0.486262509348657
y,0.487103878946406
y,0.487895580840192
y,0.488640473297248
y,0.489341258679288
y,0.490000490937824
y,0.490620582871477
y,0.491203813136461
y,0.491752333004348
y,0.492268172863717
y,0.49275324846446
y,0.493209366905343
y,0.49363823236697
y,0.494041451593603
y,0.49442053912836
y,0.494776922307204
y,0.495111946017827
y,0.495426877230109
y,0.495722909305247
y,0.496001166090956
y,0.496262705810382
y,0.49650852475247
y,0.496739560771605
y,0.496956696604345
y,0.497160763010992
y,0.497352541749672
y,0.497532768390461
y,0.497702134976911
y,0.497861292542182
y,0.49801085348675
y,0.498151393824477
y,0.498283455303573
y,0.498407547408771
y,0.498524149250781
y,0.498633711348876
y,0.498736657312179
y,0.49883338542503
y,0.498924270141552
y,0.499009663494301
y,0.499089896421671
y,0.499165280018502
y,0.499236106714116
y,0.499302651381812
y,0.499365172383636
y,0.499423912554066
y,0.49947910012604
y,0.499530949602613
y,0.499579662577318
y,0.499625428506167
y,0.499668425434075
y,0.49970882067831
y,0.499746771471469
y,0.499782425566313
y,0.499815921804678
y,0.499847390652555
y,0.499876954703319
y,0.499904729150959
y,0.499930822235079
y,0.49995533565933
y,0.499978364984819
y,0.5
y,0.500021635015182
y,0.50004466434067
y,0.500069177764921
y,0.500095270849041
y,0.500123045296681
y,0.500152609347445
y,0.500184078195322
y,0.500217574433687
y,0.500253228528531
y,0.50029117932169
y,0.500331574565925
y,0.500374571493833
y,0.500420337422682
y,0.500469050397387
y,0.50052089987396
y,0.500576087445934
y,0.500634827616364
y,0.500697348618189
y,0.500763893285884
y,0.500834719981498
y,0.500910103578329
y,0.5009903365057
y,0.501075729858448
y,0.50116661457497
y,0.501263342687821
y,0.501366288651124
y,0.501475850749219
y,0.501592452591229
y,0.501716544696427
y,0.501848606175523
y,0.50198914651325
y,0.502138707457818
y,0.502297865023089
y,0.502467231609539
y,0.502647458250328
y,0.502839236989008
y,0.503043303395655
y,0.503260439228395
y,0.50349147524753
y,0.503737294189618
y,0.503998833909044
y,0.504277090694753
y,0.504573122769891
y,0.504888053982173
y,0.505223077692796
y,0.50557946087164
y,0.505958548406397
y,0.50636176763303
y,0.506790633094657
y,0.50724675153554
y,0.507731827136283
y,0.508247666995652
y,0.508796186863539
y,0.509379417128523
y,0.509999509062176
y,0.510658741320712
y,0.511359526702752
y,0.512104419159808
y,0.512896121053594
y,0.513737490651343
y,0.514631549846984
y,0.51558149209216
y,0.516590690516719
y,0.517662706213291
y,0.518801296654995
y,0.520010424208931
y,0.521294264701073
y,0.522657215980229
y,0.524103906419966
y,0.525639203287666
y,0.527268220899196
y,0.528996328465958
y,0.530829157528311
y,0.532772608855548
y,0.534832858677731
y,0.537016364098723
y,0.539329867522914
y,0.541780399910274
y,0.54437528265584
y,0.547122127870559
y,0.55002883682092
y,0.553103596265229
y,0.556354872405134
y,0.559791402152566
y,0.56342218139511
y,0.567256449927679
y,0.571303672705975
y,0.575573517068394
y,0.580075825568844
y,0.584820584064418
y,0.589817884710197
y,0.595077883529936
y,0.600610752257382
y,0.606426624179792
y,0.612535533764287
y,0.618947349910273
y,0.625671702748491
y,0.632717904000206
y,0.640094861019458
y,0.647810984767275
y,0.655874092109241
y,0.664291302985878
y,0.673068933177502
y,0.682212383569095
y,0.691726027013116
y,0.701613094084723
y,0.711875559219493
y,0.722514028912095
y,0.733527633828518
y,0.744913926836541
y,0.756668789080862
y,0.768786346312135
y,0.781258897714764
y,0.794076859458896
y,0.807228725120902
y,0.820701044968683
y,0.834478425890241
y,0.848543553455729
y,0.862877237246859
y,0.87745848016882
y,0.892264571987429
y,0.907271206820149
y,0.922452623768715
y,0.937781769330657
y,0.953230479685908
y,0.968769680442768
y,0.984369600964273
y,1
